"column_C_ID_TICKET","column_C_REPORTED_DATE","column_C_SUMMARY","column_C_WITEL","column_C_WORK_ZONE","column_C_PERANGKAT"
"INC18738573","2024-11-05 14:05:09","[SQM PROACTIVE GAMAS] [ODP-SGR-FDP/7]| IboosterG_33911730785601","SINGARAJA","SGR","ODP-SGR-FDP/7"
"INC18737698","2024-11-05 13:50:21","[SQM PROACTIVE GAMAS] [ODP-KBL-FBU/11]| IboosterG_8911730787641","SURABAYA UTARA","KBL","ODP-KBL-FBU/11"
"INC18737696","2024-11-05 13:50:20","[SQM PROACTIVE GAMAS] [ODP-SDA-FFN/26]| IboosterG_7911730787367","SIDOARJO","SDA","ODP-SDA-FFN/26"
"INC18737458","2024-11-05 13:50:20","[SQM PROACTIVE GAMAS] [ODP-SDY-FP/9]| IboosterG_8911730787328","SURABAYA UTARA","SDY","ODP-SDY-FP/9"
"INC18737447","2024-11-05 13:50:15","[SQM PROACTIVE GAMAS] [ODP-SMJ-FG/12,ODP-SMJ-FG/14,ODP-SMJ-FG/11]| IboosterG_44911730787423","MADIUN","SMJ","ODP-SMJ-FG/12,ODP-SMJ-FG/14,ODP-SMJ-FG/11"
"INC18736759","2024-11-05 13:35:10","[SQM PROACTIVE GAMAS] [ODP-PBL-FG/92]| IboosterG_9911730786531","PASURUAN","PBL","ODP-PBL-FG/92"
"INC18736758","2024-11-05 13:35:09","[SQM PROACTIVE GAMAS] [ODP-BEJ-FD/25]| IboosterG_7911730786529","SIDOARJO","BEJ","ODP-BEJ-FD/25"
"INC18736672","2024-11-05 13:35:09","[SQM PROACTIVE GAMAS] [ODP-KLJ-FW/20]| IboosterG_6921730786615","MALANG","KLJ","ODP-KLJ-FW/20"
"INC18736669","2024-11-05 13:35:08","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/28]| IboosterG_44971730786504","MADIUN","TNZ","ODP-TNZ-FJ/28"
"INC18736756","2024-11-05 13:35:08","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/30]| IboosterG_44981730786504","MADIUN","TNZ","ODP-TNZ-FJ/30"
"INC18736755","2024-11-05 13:35:08","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/29]| IboosterG_44961730786504","MADIUN","TNZ","ODP-TNZ-FJ/29"
"INC18736754","2024-11-05 13:35:08","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/26]| IboosterG_44951730786504","MADIUN","TNZ","ODP-TNZ-FJ/26"
"INC18736751","2024-11-05 13:35:07","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/31,ODP-TNZ-FJ/32]| IboosterG_44931730786448","MADIUN","TNZ","ODP-TNZ-FJ/31,ODP-TNZ-FJ/32"
"INC18736753","2024-11-05 13:35:07","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/23]| IboosterG_44941730786504","MADIUN","TNZ","ODP-TNZ-FJ/23"
"INC18736662","2024-11-05 13:35:07","[SQM PROACTIVE GAMAS] [ODP-TNZ-FJ/24]| IboosterG_44911730786448","MADIUN","TNZ","ODP-TNZ-FJ/24"
"INC18736747","2024-11-05 13:35:06","[SQM PROACTIVE GAMAS] [ODP-KPN-FDA/29]| IboosterG_42921730783712","NTT","KPN","ODP-KPN-FDA/29"
"INC18735736","2024-11-05 13:12:55","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN | PENYAMBUNGAN| DS-BBA-FE-02-02/03 | BABAD | (EST 05/11/2024 17:00) | ODC-BBA-FAH | GPON00-D5-BBA-3 [9/8, 7/2, 5/12] | (PIC: FIRMAN +6282336456179 )","SURABAYA UTARA","BBA","ODP-BBA-FAH/22,ODP-BBA-FAH/15,ODP-BBA-FAH/19,ODP-BBA-FAH/17,DS-BBA-FE-02-02/03-01,ODC-BBA-FAH"
"INC18735611","2024-11-05 13:10:15","[SQM PROACTIVE GAMAS] [ODP-MYR-FCA/79]| IboosterG_7911730784853","SURABAYA SELATAN","MYR","ODP-MYR-FCA/79"
"INC18735604","2024-11-05 13:10:14","[SQM PROACTIVE GAMAS] [ODP-MGT-FA/18]| IboosterG_44931730784697","MADIUN","MGT","ODP-MGT-FA/18"
"INC18735603","2024-11-05 13:10:13","[SQM PROACTIVE GAMAS] [ODP-TUL-FZ/25]| IboosterG_44911730784672","KEDIRI","TUL","ODP-TUL-FZ/25"
"INC18734232","2024-11-05 12:50:24","[SQM PROACTIVE GAMAS] [ODP-POS-FJ/46,ODP-POS-FJ/32]| IboosterG_7911730783709","SIDOARJO","POS","ODP-POS-FJ/46,ODP-POS-FJ/32"
"INC18734399","2024-11-05 12:50:24","[SQM PROACTIVE GAMAS] [ODP-SPJ-FAG/9]| IboosterG_7911730783870","SIDOARJO","SPJ","ODP-SPJ-FAG/9"
"INC18734221","2024-11-05 12:50:20","[SQM PROACTIVE GAMAS] [ODP-UBU-FF/53]| IboosterG_33911730782913","SINGARAJA","UBU","ODP-UBU-FF/53"
"INC18734220","2024-11-05 12:50:20","[SQM PROACTIVE GAMAS] [ODP-BNO-FK/42]| IboosterG_33911730782845","DENPASAR","BNO","ODP-BNO-FK/42"
"INC18733887","2024-11-05 12:46:20","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | PENYAMBUNGAN | DS-PRJ-FE-02-01-02/04 | PRAJEKAN | (EST 05/11/2024 15:00) | GPON00-D5-PRJ-5 [2/12]; GPON00-D5-PRJ-5 [4/7,4/7] | (PIC BU AGUSTINI PRASETYOWATI +628113221117)","JEMBER","PRJ","ODC-PRJ-FA,ODP-PRJ-FA/46,ODP-PRJ-FA/26,ODP-PRJ-FA/25,ODP-PRJ-FA/24,DS-PRJ-FE-02-01-02/04-01"
"INC18733564","2024-11-05 12:35:12","[SQM PROACTIVE GAMAS] [ODP-BLB-FY/70]| IboosterG_6911730782903","MALANG","BLB","ODP-BLB-FY/70"
"INC18733565","2024-11-05 12:35:12","[SQM PROACTIVE GAMAS] [ODP-KRN-FAJ/36]| IboosterG_7911730782888","SIDOARJO","KRN","ODP-KRN-FAJ/36"
"INC18733555","2024-11-05 12:35:08","[SQM PROACTIVE GAMAS] [ODP-MGT-FE/23]| IboosterG_44921730782901","MADIUN","MGT","ODP-MGT-FE/23"
"INC18732563","2024-11-05 12:10:16","[SQM PROACTIVE GAMAS] [ODP-BTU-FAK/7]| IboosterG_6981730781039","MALANG","BTU","ODP-BTU-FAK/7"
"INC18732565","2024-11-05 12:10:16","[SQM PROACTIVE GAMAS] [ODP-GSK-FX/51]| IboosterG_8911730781051","SURABAYA UTARA","GSK","ODP-GSK-FX/51"
"INC18732405","2024-11-05 12:10:16","[SQM PROACTIVE GAMAS] [ODP-KRN-FBK/4,ODP-KRN-FBK/1]| IboosterG_7941730781088","SIDOARJO","KRN","ODP-KRN-FBK/4,ODP-KRN-FBK/1"
"INC18732564","2024-11-05 12:10:16","[SQM PROACTIVE GAMAS] [ODP-KRN-FAJ/34]| IboosterG_7911730781088","SIDOARJO","KRN","ODP-KRN-FAJ/34"
"INC18732561","2024-11-05 12:10:15","[SQM PROACTIVE GAMAS] [ODP-BTU-FAK/6]| IboosterG_6971730781039","MALANG","BTU","ODP-BTU-FAK/6"
"INC18732560","2024-11-05 12:10:14","[SQM PROACTIVE GAMAS] [ODP-BTU-FAK/8,ODP-BTU-FAK/9]| IboosterG_6961730781039","MALANG","BTU","ODP-BTU-FAK/8,ODP-BTU-FAK/9"
"INC18732559","2024-11-05 12:10:14","[SQM PROACTIVE GAMAS] [ODP-BTU-FAK/4,ODP-BTU-FAK/5]| IboosterG_6951730781039","MALANG","BTU","ODP-BTU-FAK/4,ODP-BTU-FAK/5"
"INC18732558","2024-11-05 12:10:13","[SQM PROACTIVE GAMAS] [ODP-BTU-FAK/2,ODP-BTU-FAK/3]| IboosterG_6931730781039","MALANG","BTU","ODP-BTU-FAK/2,ODP-BTU-FAK/3"
"INC18732404","2024-11-05 12:10:13","[SQM PROACTIVE GAMAS] [ODP-BTU-FAK/13]| IboosterG_6911730781039","MALANG","BTU","ODP-BTU-FAK/13"
"INC18732549","2024-11-05 12:10:08","[SQM PROACTIVE GAMAS] [ODP-NGR-FB/49]| IboosterG_33921730778422","SINGARAJA","NGR","ODP-NGR-FB/49"
"INC18731842","2024-11-05 12:01:19","GAMAS R5 | ACCESS | DISTRIBUSI | UC RUSAK | PENYAMBUNGAN | DS-WGI-FE-07-04-01/01 | WLINGI | (EST 05/10/24 16:00) | ODC-WGI-FM | GPON00-D5-WGI-3 [2/1 , 15/3] | GPON01-D5-WGI-3 [4/1 , 4/2] | (PIC: DENNY SETIAWAN 081328234949)","KEDIRI","WGI","ODC-WGI-FM,ODP-WGI-FM/08,ODP-WGI-FM/04,ODP-WGI-FM/02,ODP-WGI-FM/06,ODP-WGI-FM/21,ODP-WGI-FM/22,ODP-WGI-FM/07,ODP-WGI-FM/20,DS-WGI-FE-07-04-01/01-01"
"INC18731461","2024-11-05 11:53:51","GAMAS R5 | ACCESS | ODP | ODP RUSAK | GANTI ODP | ODP-TUL-FG/06 FG/D01/06.01 | TULUNGAGUNG | (EST 5/11/24 13:00) | GPON00-D5-TUL-3 [7/2] (PIC:DAVIT 628223444313","KEDIRI","TUL","ODP-TUL-FG/06"
"INC18731540","2024-11-05 11:50:36","[SQM PROACTIVE GAMAS] [ODP-PBL-FAN/2]| IboosterG_9911730780219","PASURUAN","PBL","ODP-PBL-FAN/2"
"INC18731332","2024-11-05 11:50:35","[SQM PROACTIVE GAMAS] [ODP-KRP-FAE/15]| IboosterG_8911730780257","SURABAYA UTARA","KRP","ODP-KRP-FAE/15"
"INC18731539","2024-11-05 11:50:35","[SQM PROACTIVE GAMAS] [ODP-KLT-FB/80]| IboosterG_9911730780172","JEMBER","KLT","ODP-KLT-FB/80"
"INC18731534","2024-11-05 11:50:34","[SQM PROACTIVE GAMAS] [ODP-KRN-FAY/68]| IboosterG_7911730779626","SIDOARJO","KRN","ODP-KRN-FAY/68"
"INC18731318","2024-11-05 11:50:28","[SQM PROACTIVE GAMAS] [ODP-UBU-FBL/14]| IboosterG_33911730777426","SINGARAJA","UBU","ODP-UBU-FBL/14"
"INC18731101","2024-11-05 11:43:47","GAMAS R5 | ACCESS | ODP | AKIBAT HEWAN | GANTI PASSIVE | ODP-DMO-FMF/02  | MERGOYOSO | (EST 05/11/2024 ) | GPON15-D5-DMO-3 [2/1] | (PIC: ARIS BAGUS 081331322031)","SURABAYA UTARA","MGO","ODP-DMO-FMF/02"
"INC18730679","2024-11-05 11:37:02","GAMAS R5 | ACCESS | DISTRIBUSI | AKIBAT HEWAN | PENYAMBUNGAN DAN PENGGANTIAN KFO 24 CORE 15 METER | DS-TNZ-FE-06-04/03 | TUBAN | (EST 05/11/2024 16:00) | GPON01-D5-TNZ-3 [7/13,7/14] | (PIC BAGUS SETYO 081317906207)","MADIUN","TNZ","ODC-TNZ-FJ,ODP-TNZ-FJ/83,ODP-TNZ-FJ/27,ODP-TNZ-FJ/32,ODP-TNZ-FJ/51,DS-TNZ-FE-06-04/03.01"
"INC18730022","2024-11-05 11:30:24","GAMAS R5 | ACCESS | DISTRIBUSI | TERBAKAR | SAMBUNG PERMANEN | DS-GDI-FE-11-02-02/01 | GONDANGLEGI | (EST 01/01/2024 03:00) | ODC-GDI-FAB | GPON02-D5-GDI-3 [2/6] | (PIC ATHUNK ARIS / +62 812 49392314)","MALANG","GDI","ODC-GDI-FAB,ODP-GDI-FAB/22,DS-GDI-FE-11-02-02/01-01"
"INC18729370","2024-11-05 11:19:32","GAMAS R5 | ACCESS | DISTRIBUSI | KU TERSERET KENDARAAN I PENYAMBUNGAN |  DS-BNO-FE-02-01A-01/06 | BENOA | (EST 05/11/2024 24:00)| ODC-BNO-FM | GPON01-D5-BNO-3 [2/9], GPON01-D5-BNO-3 [2/10] (PIC: I KETUT DHARMASUTA +6281310542704)","DENPASAR","BNO","ODC-BNO-FM,DS-BNO-FE-02-01A-01/06-01A"
"INC18729337","2024-11-05 11:17:57","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | PENYAMBUNGAN | DS-PSN-FE-42-01-04/01-01 | PASURUAN | (EST 05/11/2024 15:00)| GPON06-D5-PSN-2 [7/4]|(PIC: AHMAD MUJIB +6282114957673)","PASURUAN","PSN","ODC-PSN-FCC,ODP-PSN-FCC/31,DS-PSN-FE-42-01-04/01-01"
"INC18728413","2024-11-05 10:58:01","(RECOVERY) TRA T3: Termonitor Signal Degrade Ruas Ende - Kupang","NTT","KPN",""
"INC18728407","2024-11-05 10:57:24","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | PENYAMBUNGAN | DS-BTU-FE-01/02 | BATU | (EST 05/11/2024 14:00) | ODC-BTU-FAK | GPON07-D5-BTU-3MTH [1/7, 1/10, 1/11] | (PIC: TEGUH RIYANTO +6281339001008)","MALANG","BTU","ODC-BTU-FAK,DS-BTU-FE-01-15/03-01"
"INC18728053","2024-11-05 10:50:52","[SQM PROACTIVE GAMAS] [ODP-PSN-FCC/31]| IboosterG_6931730776560","PASURUAN","PSN","ODP-PSN-FCC/31"
"INC18728060","2024-11-05 10:50:52","[SQM PROACTIVE GAMAS] [ODP-CRM-FC/12]| IboosterG_89171730776605","SURABAYA UTARA","CRM","ODP-CRM-FC/12"
"INC18728057","2024-11-05 10:50:52","[SQM PROACTIVE GAMAS] [ODP-CRM-FC/45,ODP-CRM-FC/43,ODP-CRM-FC/46]| IboosterG_8911730776637","SURABAYA UTARA","CRM","ODP-CRM-FC/45,ODP-CRM-FC/43,ODP-CRM-FC/46"
"INC18728050","2024-11-05 10:50:51","[SQM PROACTIVE GAMAS] [ODP-PSN-FCC/37]| IboosterG_6911730776585","PASURUAN","PSN","ODP-PSN-FCC/37"
"INC18728051","2024-11-05 10:50:51","[SQM PROACTIVE GAMAS] [ODP-PSN-FCC/38]| IboosterG_6921730776585","PASURUAN","PSN","ODP-PSN-FCC/38"
"INC18728040","2024-11-05 10:50:45","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | GANTI KU DAN TERMINASI | DS-NJK-FE-07 | NGANJUK | (EST 05/11/24 15:00) | ODC-NJK-FG | GPON00-D5-NJK-3 [9/1, 16/8] | GPON03-D5-NJK-3 [2/5] | (PIC:NUR KHABIB 082140928778)","KEDIRI","NJK","ODP-NJK-FG/67,ODP-NJK-FG/52,ODP-NJK-FG/36,ODP-NJK-FG/35,ODP-NJK-FG/37,DS-NJK-FE-07-01/06-01,ODC-NJK-FG"
"INC18728029","2024-11-05 10:50:45","[SQM PROACTIVE GAMAS] [ODP-SMO-FA/19]| IboosterG_44981730776559","MADIUN","SMO","ODP-SMO-FA/19"
"INC18728028","2024-11-05 10:50:44","[SQM PROACTIVE GAMAS] [ODP-NJK-FG/37]| IboosterG_44931730776644","KEDIRI","NJK","ODP-NJK-FG/37"
"INC18727832","2024-11-05 10:50:44","[SQM PROACTIVE GAMAS] [ODP-NJK-FG/36]| IboosterG_44921730776634","KEDIRI","NJK","ODP-NJK-FG/36"
"INC18727835","2024-11-05 10:50:44","[SQM PROACTIVE GAMAS] [ODP-NJK-FG/67]| IboosterG_44951730776645","KEDIRI","NJK","ODP-NJK-FG/67"
"INC18728026","2024-11-05 10:50:43","[SQM PROACTIVE GAMAS] [ODP-NJK-FG/35]| IboosterG_44911730776634","KEDIRI","NJK","ODP-NJK-FG/35"
"INC18727831","2024-11-05 10:50:42","[SQM PROACTIVE GAMAS] [ODP-BJN-FD/9]| IboosterG_44911730776618","MADIUN","BJN","ODP-BJN-FD/9"
"INC18727825","2024-11-05 10:50:41","[SQM PROACTIVE GAMAS] [ODP-TRE-FL/11]| IboosterG_44911730776589","KEDIRI","TRE","ODP-TRE-FL/11"
"INC18726710","2024-11-05 10:35:19","[SQM PROACTIVE GAMAS] [ODP-SMP-FK/80]| IboosterG_8931730775718","MADURA","SMP","ODP-SMP-FK/80"
"INC18726691","2024-11-05 10:35:18","[SQM PROACTIVE GAMAS] [ODP-RKT-FHF/15]| IboosterG_7911730775835","SURABAYA SELATAN","RKT","ODP-RKT-FHF/15"
"INC18726693","2024-11-05 10:35:18","[SQM PROACTIVE GAMAS] [ODP-KBL-FDE/3]| IboosterG_8911730775772","SURABAYA UTARA","KBL","ODP-KBL-FDE/3"
"INC18726690","2024-11-05 10:35:17","[SQM PROACTIVE GAMAS] [ODP-SNT-FA/52]| IboosterG_6911730775704","KEDIRI","SNT","ODP-SNT-FA/52"
"INC18725896","2024-11-05 10:21:44","GAMAS R5 | ACCESS | DISTRIBUSI | RABASAN | PENYAMBUNGAN | DS-MNZ-FE-59-01/03 | MADIUN | (EST 04/11/2024 14:00) | GPON08-D5-MNZ-3DGS[2/1,1/11] | (PIC BU CITRA VIOLITA +6281222919594)","MADIUN","MNZ","ODC-MNZ-FBG,ODP-MNZ-FBG/22,ODP-MNZ-FBG/19,ODP-MNZ-FBG/20,DS-MNZ-FE-59-01/03.01"
"INC18725597","2024-11-05 10:15:29","[SQM GAMAS] [GPON00-D5-WWR-3172.25.139.141] | OLT [SUSPECT RCA: PON PORT DOWN] | IboosterO_1730775091301724","NTT","END","GPON00-D5-WWR-3"
"INC18725246","2024-11-05 10:10:08","[SQM PROACTIVE GAMAS] [ODP-KRN-FAJ/72]| IboosterG_79231730773693","SIDOARJO","KRN","ODP-KRN-FAJ/72"
"INC18724668","2024-11-05 10:03:20","(REPAIR) T3: Termonitor Alarm LOS SKSO Ruas Maumere - Wolowaru","NTT","MMR",""
"INC18724394","2024-11-05 09:57:51","(REPAIR) T3: Termonitor Signal Degrade Ruas Ende - Kupang","NTT","END",""
"INC18723008","2024-11-05 09:35:16","[SQM PROACTIVE GAMAS] [ODP-SDY-FZ/29,ODP-SDY-FZ/30]| IboosterG_8981730772051","SURABAYA UTARA","SDY","ODP-SDY-FZ/29,ODP-SDY-FZ/30"
"INC18723007","2024-11-05 09:35:16","[SQM PROACTIVE GAMAS] [ODP-SDY-FZ/28]| IboosterG_8971730772051","SURABAYA UTARA","SDY","ODP-SDY-FZ/28"
"INC18723120","2024-11-05 09:35:15","[SQM PROACTIVE GAMAS] [ODP-SDY-FZ/37]| IboosterG_89101730772051","SURABAYA UTARA","SDY","ODP-SDY-FZ/37"
"INC18723006","2024-11-05 09:35:15","[SQM PROACTIVE GAMAS] [ODP-SDY-FZ/26]| IboosterG_89121730772052","SURABAYA UTARA","SDY","ODP-SDY-FZ/26"
"INC18723121","2024-11-05 09:35:15","[SQM PROACTIVE GAMAS] [ODP-SDY-FL/6,ODP-SDY-FL/9]| IboosterG_8911730772143","SURABAYA UTARA","SDY","ODP-SDY-FL/6,ODP-SDY-FL/9"
"INC18723005","2024-11-05 09:35:15","[SQM PROACTIVE GAMAS] [ODP-SPJ-FBD/5,ODP-SPJ-FBD/15]| IboosterG_7911730772085","SIDOARJO","SPJ","ODP-SPJ-FBD/5,ODP-SPJ-FBD/15"
"INC18722999","2024-11-05 09:35:12","[SQM PROACTIVE GAMAS] [ODP-TUL-FAD/2]| IboosterG_44911730772067","KEDIRI","TUL","ODP-TUL-FAD/2"
"INC18722562","2024-11-05 09:22:43","(REPAIR) IP.T3 TERA: P-D5-KPN TO P-D5-KLM 1X100G| ME2-D5-END TO ME9-D5-KUP ETH-15 1X10G DOWN TRAFIK NORMAL","NTT","END",""
"INC18721791","2024-11-05 09:10:09","[SQM PROACTIVE GAMAS] [ODP-KLT-FB/77]| IboosterG_9921730770265","JEMBER","KLT","ODP-KLT-FB/77"
"INC18721911","2024-11-05 09:10:08","[SQM PROACTIVE GAMAS] [ODP-BOW-FM/14]| IboosterG_9911730770243","JEMBER","BOW","ODP-BOW-FM/14"
"INC18721912","2024-11-05 09:10:08","[SQM PROACTIVE GAMAS] [ODP-KKH-FA/68,ODP-KKH-FA/11]| IboosterG_9911730770249","PASURUAN","KKH","ODP-KKH-FA/68,ODP-KKH-FA/11"
"INC18721910","2024-11-05 09:10:08","[SQM PROACTIVE GAMAS] [ODP-SKP-FA/14,ODP-SKP-FA/44]| IboosterG_9911730770235","PASURUAN","SKP","ODP-SKP-FA/14,ODP-SKP-FA/44"
"INC18721909","2024-11-05 09:10:07","[SQM PROACTIVE GAMAS] [ODP-RKT-FGA/19]| IboosterG_7921730770429","SURABAYA SELATAN","RKT","ODP-RKT-FGA/19"
"INC18720767","2024-11-05 08:50:07","[SQM PROACTIVE GAMAS] [ODP-SMP-FL/11]| IboosterG_8911730769425","MADURA","SMP","ODP-SMP-FL/11"
"INC18720938","2024-11-05 08:50:07","[SQM PROACTIVE GAMAS] [ODP-PME-FQ/17]| IboosterG_8921730769459","MADURA","PME","ODP-PME-FQ/17"
"INC18718523","2024-11-05 08:05:44","GAMAS R5 | ACCESS | FEEDER | KU TERSERET KENDARAAN | PENYAMBUNGAN | FE-KRZ-11-01 | KRAKSAAN | (EST 05/11/2024 17:00) | ODC-KRZ-FAA, ODC-KRZ-FY, ODC-KRZ-FZ | GPON01-D5-KRZ-2 [12/5,12/6,12/7,12/8,12/9,12/10,12/11,12/12,12/13,12/14,12/15,13/0,13/1,13/2,13/3,13/4,13/9,13/15,14/5,14/7,13/15] | KU 96 & 24 CORE (PIC: AHMAD MUJIB +6282114957673)","PASURUAN","KRZ","ODC-KRZ-FAA,ODC-KRZ-FZ,ODC-KRZ-FY,FE-KRZ-11-01"
"INC18718269","2024-11-05 08:05:07","[SQM PROACTIVE GAMAS] [ODP-KRZ-FY/16]| IboosterG_9991730766667","PASURUAN","KRZ","ODP-KRZ-FY/16"
"INC18718265","2024-11-05 08:05:07","[SQM PROACTIVE GAMAS] [ODP-KRZ-FZ/3]| IboosterG_9951730766667","PASURUAN","KRZ","ODP-KRZ-FZ/3"
"INC18718266","2024-11-05 08:05:07","[SQM PROACTIVE GAMAS] [ODP-KRZ-FY/12]| IboosterG_9981730766667","PASURUAN","KRZ","ODP-KRZ-FY/12"
"INC18718262","2024-11-05 08:05:06","[SQM PROACTIVE GAMAS] [ODP-KRP-FBP/23]| IboosterG_8911730766790","SURABAYA UTARA","KRP","ODP-KRP-FBP/23"
"INC18718351","2024-11-05 08:05:06","[SQM PROACTIVE GAMAS] [ODP-KRZ-FZ/21]| IboosterG_99111730766667","PASURUAN","KRZ","ODP-KRZ-FZ/21"
"INC18718256","2024-11-05 08:05:05","[SQM PROACTIVE GAMAS] [ODP-UBN-FCG/38]| IboosterG_33931730763019","DENPASAR","UBN","ODP-UBN-FCG/38"
"INC18717856","2024-11-05 07:55:49","GAMAS R5 | ACCESS | GPON | KERUSAKAN MODUL OLT | GANTI MODUL | TRENGGALEK | (EST 05/11/2024 10:00) |  GPON02-D5-TRE-3 | 172.23.224.228 | (PIC PAK PRASADJA +6282137573000)","KEDIRI","TRE","GPON02-D5-TRE-3"
"INC18717794","2024-11-05 07:50:06","[SQM PROACTIVE GAMAS] [ODP-KRZ-FAA/27,ODP-KRZ-FAA/26]| IboosterG_9991730765764","PASURUAN","KRZ","ODP-KRZ-FAA/27,ODP-KRZ-FAA/26"
"INC18717793","2024-11-05 07:50:06","[SQM PROACTIVE GAMAS] [ODP-DLA-FM/16]| IboosterG_7961730765823","SIDOARJO","DLA","ODP-DLA-FM/16"
"INC18717792","2024-11-05 07:50:05","[SQM PROACTIVE GAMAS] [ODP-SGR-FA/35]| IboosterG_33911730763977","SINGARAJA","SGR","ODP-SGR-FA/35"
"INC18717411","2024-11-05 07:35:08","[SQM PROACTIVE GAMAS] [ODP-PDA-FX/10]| IboosterG_7911730764845","SIDOARJO","PDA","ODP-PDA-FX/10"
"INC18717536","2024-11-05 07:35:07","[SQM PROACTIVE GAMAS] [ODP-SGR-FD/55,ODP-SGR-FD/34]| IboosterG_33921730762181","SINGARAJA","SGR","ODP-SGR-FD/55,ODP-SGR-FD/34"
"INC18717533","2024-11-05 07:35:06","[SQM PROACTIVE GAMAS] [ODP-BNO-FM/85]| IboosterG_33921730762144","DENPASAR","BNO","ODP-BNO-FM/85"
"INC18717532","2024-11-05 07:35:06","[SQM PROACTIVE GAMAS] [ODP-SGR-FD/7]| IboosterG_33911730762181","SINGARAJA","SGR","ODP-SGR-FD/7"
"INC18716383","2024-11-05 06:50:20","[SQM PROACTIVE GAMAS] [ODP-BPG-FB/34]| IboosterG_8911730762158","SURABAYA UTARA","BPG","ODP-BPG-FB/34"
"INC18715994","2024-11-05 06:35:05","[SQM PROACTIVE GAMAS] [ODP-GLM-FA/13]| IboosterG_9911730761268","JEMBER","GLM","ODP-GLM-FA/13"
"INC18715242","2024-11-05 06:06:10","[SQM PROACTIVE GAMAS] [ODP-DMO-FPT/96]| IboosterG_7921730760465","SURABAYA SELATAN","DMO","ODP-DMO-FPT/96"
"INC18714904","2024-11-05 05:35:40","[SQM PROACTIVE GAMAS] [ODP-SDA-FGG/5]| IboosterG_7911730757921","SIDOARJO","SDA","ODP-SDA-FGG/5"
"INC18714902","2024-11-05 05:35:39","[SQM PROACTIVE GAMAS] [ODP-TUL-FG/68]| IboosterG_44911730757741","KEDIRI","TUL","ODP-TUL-FG/68"
"INC18714154","2024-11-05 05:05:04","[SQM PROACTIVE GAMAS] [ODP-SAU-FU/9]| IboosterG_33911730753110","DENPASAR","SAU","ODP-SAU-FU/9"
"INC18713438","2024-11-05 04:35:06","[SQM PROACTIVE GAMAS] [ODP-ASB-FA/15]| IboosterG_9911730754048","JEMBER","ASB","ODP-ASB-FA/15"
"INC18713437","2024-11-05 04:35:06","[SQM PROACTIVE GAMAS] [ODP-MYR-FCG/100]| IboosterG_7911730754247","SURABAYA SELATAN","MYR","ODP-MYR-FCG/100"
"INC18712377","2024-11-05 03:35:06","[SQM PROACTIVE GAMAS] [ODP-KRP-FAN/36]| IboosterG_8911730750593","SURABAYA UTARA","KRP","ODP-KRP-FAN/36"
"INC18712374","2024-11-05 03:35:05","[SQM PROACTIVE GAMAS] [ODP-BJN-FN/39]| IboosterG_44911730750483","MADIUN","BJN","ODP-BJN-FN/39"
"INC18711518","2024-11-05 02:50:15","[SQM PROACTIVE GAMAS] [ODP-BWG-FW/77]| IboosterG_9911730747760","JEMBER","BWG","ODP-BWG-FW/77"
"INC18711517","2024-11-05 02:50:14","[SQM PROACTIVE GAMAS] [ODP-BTU-FX/33]| IboosterG_6911730747746","MALANG","BTU","ODP-BTU-FX/33"
"INC18711372","2024-11-05 02:50:06","[SQM PROACTIVE GAMAS] [ODP-KDU-FA/23]| IboosterG_44911730747794","MADIUN","KDU","ODP-KDU-FA/23"
"INC18711512","2024-11-05 02:50:05","[SQM PROACTIVE GAMAS] [ODP-TUL-FB/25]| IboosterG_44911730746907","KEDIRI","TUL","ODP-TUL-FB/25"
"INC18711371","2024-11-05 02:50:05","[SQM PROACTIVE GAMAS] [ODP-MNZ-FAK/35]| IboosterG_44911730747767","MADIUN","MNZ","ODP-MNZ-FAK/35"
"INC18711128","2024-11-05 02:35:05","[SQM PROACTIVE GAMAS] [ODP-TBN-FBU/75]| IboosterG_33921730744179","SINGARAJA","TBN","ODP-TBN-FBU/75"
"INC18710043","2024-11-05 02:05:07","[SQM PROACTIVE GAMAS] [ODP-KPP-FAD/87]| IboosterG_8931730745088","MADURA","KPP","ODP-KPP-FAD/87"
"INC18710041","2024-11-05 02:05:06","[SQM PROACTIVE GAMAS] [ODP-PRG-FAC/14]| IboosterG_8911730745077","MADURA","PRG","ODP-PRG-FAC/14"
"INC18710042","2024-11-05 02:05:06","[SQM PROACTIVE GAMAS] [ODP-KPP-FAD/86]| IboosterG_8921730745088","MADURA","KPP","ODP-KPP-FAD/86"
"INC18710040","2024-11-05 02:05:06","[SQM PROACTIVE GAMAS] [ODP-BJN-FU/67]| IboosterG_44911730745099","MADIUN","BJN","ODP-BJN-FU/67"
